fiscal_year,posting_date,description,amount,vendor_name,org2_name,cat1_name,cat2_name,fund1_name,fund2_name
2017,2017-05-15,CASH RECEIPTS,-1.36,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,-0.63,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-15,CASH RECEIPTS,-0.43,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,64.59,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,10.33,Not Applicable,NA,Park,PARK,General Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,31.06,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,23.93,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,10.33,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,88.06,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,450,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,257.25,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,-450,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,-257.25,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,1658.58,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-05-18,CASH DISBURSEMENTS,148.62,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2017,2017-05-31,CASH DISBURSEMENTS,250,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2017,2017-05-31,CASH DISBURSEMENTS,-10.23,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2017,2017-05-31,CASH DISBURSEMENTS,-2.39,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2017,2017-05-31,CASH DISBURSEMENTS,-15.51,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2017,2017-05-31,CASH DISBURSEMENTS,-3.62,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2017,2017-05-31,CASH DISBURSEMENTS,90,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2017,2017-05-31,CASH DISBURSEMENTS,75,Not Applicable,NA,CEMETERY  WAGES,CEMETERY  WAGES,General Fund,NA
2017,2017-05-31,CASH DISBURSEMENTS,10,Not Applicable,NA,Bank Service Charges,Bank Service Charges,General Fund,NA
2017,2017-05-31,CASH DISBURSEMENTS,265,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2017,2017-05-31,CASH DISBURSEMENTS,-16.43,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,Water Fund,NA
2017,2017-05-31,CASH DISBURSEMENTS,-3.84,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,Water Fund,NA
2017,2017-06-01,CASH DISBURSEMENTS,22.04,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2017,2017-06-01,CASH DISBURSEMENTS,73.84,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2017,2017-06-01,CASH DISBURSEMENTS,51.06,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2017,2017-06-01,CASH DISBURSEMENTS,163.97,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-06-01,CASH DISBURSEMENTS,1164.86,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-06-01,CASH DISBURSEMENTS,1116.28,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-06-01,CASH DISBURSEMENTS,5650.64,Not Applicable,NA,POLICE,POLICE,General Fund,NA
2017,2017-06-01,CASH DISBURSEMENTS,2459.91,Not Applicable,NA,WATER SUPPLIES,WATER SUPPLIES,Water Fund,NA
2017,2017-06-01,CASH DISBURSEMENTS,1658.58,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-06-01,CASH DISBURSEMENTS,20,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2017,2017-06-06,CASH DISBURSEMENTS,195.5,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2017,2017-06-06,CASH DISBURSEMENTS,100,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,-0.37,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,5.12,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,-0.1,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,-0.94,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,1.37,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,-0.35,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,1.06,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,2.89,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,-0.97,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,1.31,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,-1.66,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,-0.27,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,-0.49,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,3.67,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-15,CASH RECEIPTS,-0.5,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,150,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,104.07,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,250,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,10.26,Not Applicable,NA,Park,PARK,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,46.94,Not Applicable,NA,Park,PARK,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,6.3,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,21.87,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,187.7,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,10.26,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,213.6,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,81,Not Applicable,NA,POLICE,POLICE,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,202.49,Not Applicable,NA,FIRE - MAINTENANCE,FIRE - MAINTENANCE,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,275.5,Not Applicable,NA,FIRE - MAINTENANCE,FIRE - MAINTENANCE,General Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,250,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,223.66,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,51.33,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2017,2017-06-19,CASH DISBURSEMENTS,20,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2017,2017-06-26,CASH RECEIPTS,5.12,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-26,CASH RECEIPTS,1.35,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-26,CASH RECEIPTS,4.83,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2017,2017-06-30,CASH DISBURSEMENTS,600,Not Applicable,NA,Other,OTHER,General Fund,NA
2017,2017-06-30,CASH DISBURSEMENTS,3500,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2017,2017-06-30,CASH DISBURSEMENTS,797.88,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2017,2017-06-30,CASH DISBURSEMENTS,1383,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2017,2017-06-30,CASH DISBURSEMENTS,218.68,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,125.77,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,150,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,250,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,13.83,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,-19.13,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,-11.47,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,-9.62,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,46.87,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,74.53,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,62.38,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,90,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,28,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,265,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2018,2017-07-01,CASH DISBURSEMENTS,-20.27,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,Water Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,87.45,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,42.05,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,600,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,10.26,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,6.3,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,20.44,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,10.26,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,211.22,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,223.18,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,1247.99,Not Applicable,NA,POLICE,POLICE,General Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,27.88,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,56.25,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2018,2017-07-11,CASH DISBURSEMENTS,20,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,-1.98,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,-1.66,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,-1.35,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,-1.2,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,-0.92,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,-0.87,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,-0.78,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,-0.68,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,-0.53,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,-0.46,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,-0.12,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,0.66,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,0.91,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,1.78,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,1.79,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,1.89,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,2.22,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,2.45,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-15,CASH RECEIPTS,3.66,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-21,CASH DISBURSEMENTS,100,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2018,2017-07-21,CASH DISBURSEMENTS,500,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2018,2017-07-21,CASH DISBURSEMENTS,5611.08,Not Applicable,NA,POLICE,POLICE,General Fund,NA
2018,2017-07-21,CASH DISBURSEMENTS,72.64,Not Applicable,NA,WATER SUPPLIES,WATER SUPPLIES,Water Fund,NA
2018,2017-07-21,CASH DISBURSEMENTS,385.13,Not Applicable,NA,WATER SUPPLIES,WATER SUPPLIES,Water Fund,NA
2018,2017-07-25,CASH DISBURSEMENTS,62.38,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2018,2017-07-25,CASH DISBURSEMENTS,90,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2018,2017-07-26,CASH RECEIPTS,-1.28,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-26,CASH RECEIPTS,-0.18,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-26,CASH RECEIPTS,0.23,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-26,CASH RECEIPTS,1.93,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-26,CASH RECEIPTS,3.67,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,92.35,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,230.87,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,38.92,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,231.04,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,69.26,Not Applicable,NA,BUILDING INSPECTOR,BUILDING INSPECTOR,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,31.19,Not Applicable,NA,Other,OTHER,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,166.81,Not Applicable,NA,Other,OTHER,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,75.29,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,175.83,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,500,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,62.88,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,90,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,238.99,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,1081.41,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,244.73,Not Applicable,NA,WATER MASTER SALARY,WATER MASTER SALARY,Water Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,40.54,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,Water Fund,NA
2018,2017-07-31,CASH DISBURSEMENTS,42,Not Applicable,NA,WATER ANALYSIS,WATER ANALYSIS,Water Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,150,Not Applicable,NA,ELECTIONS,ELECTIONS,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,210.31,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,75.7,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,78.9,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,100,Not Applicable,NA,PROFESSIONAL SERVICES,Professional Services,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,10.98,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,325.3,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,840.66,Not Applicable,NA,Park,PARK,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,6.35,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,409.95,Not Applicable,NA,RODEO,RODEO,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,10.77,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,24.88,Not Applicable,NA,COMMUNITY CENTER,COMMUNITY CENTER,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,10.26,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,23.33,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,86.54,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,241.88,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,325.64,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,229.88,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,1383,Not Applicable,NA,GARBAGE COLLECTION,GARBAGE COLLECTION,Water Fund,NA
2018,2017-08-16,CASH DISBURSEMENTS,51.43,Not Applicable,NA,UTILITIES,Utilities,Water Fund,NA
2018,2017-08-31,CASH DISBURSEMENTS,-0.05,Not Applicable,NA,PAYROLL TAXES,PAYROLL TAXES,General Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,230.87,Not Applicable,NA,CLERK WAGES,CLERK WAGES,General Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,92.35,Not Applicable,NA,TREASURER WAGES,TREASURER WAGES,General Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,26.69,Not Applicable,NA,UTILITIES,Utilities,General Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,75.09,Not Applicable,NA,ADMINISTRATIVE OFFICE,ADMINISTRATIVE OFFICE,General Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,62.38,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,90,Not Applicable,NA,PARK WAGES,PARK WAGES,General Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,141.15,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,232.5,Not Applicable,NA,FIRE,FIRE,General Fund,NA
2018,2017-09-01,CASH DISBURSEMENTS,10.34,Not Applicable,NA,FIRE - UTILITIES,FIRE - UTILITIES,General Fund,NA
2018,2017-09-01,CASH RECEIPTS,-2.06,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-1.66,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-1.36,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.94,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.93,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.71,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.7,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.69,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.55,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.47,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.37,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.31,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.27,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.25,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.24,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.23,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,-0.04,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,0.05,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,0.21,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,0.71,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,1.36,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,1.86,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,2.53,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
2018,2017-09-01,CASH RECEIPTS,2.56,Not Applicable,NA,WATER ADMINISTRATIVE,WATER ADMINISTRATIVE,Water Fund,NA
